lowercase,forms,if_interesting,
'd'you,'D'you 'd'you,1,
almost',almost',0,
hi⸺',hi⸺',0,
'sence,'sence,1,
relax',relax',0,
tempting⸺',tempting⸺',0,
'lapd,'LAPD,0,
uh⸺',uh⸺',0,
fraud',fraud',0,
'searching,'Searching,0,
impersonating',impersonating',0,
unsure',unsure',0,
'goes,'Goes 'goes,0,
sometimes',sometimes',0,
'write,'write 'Write,0,
'worth,'Worth,0,
disappeared',disappeared',0,
speak',speak',0,
lying',lying',0,
'dan,'Dan,0,
's'never,'S'never,1,
'idea's,'idea's,0,
family⸺',family⸺',0,
experiments',experiments',0,
fancy',fancy',0,
quite',quite',0,
apologise',apologise',0,
tell',tell',0,
'nonono,'Nonono,0,
⸺',⸺',0,
listening',listening',0,
far',far',0,
'artful,'artful,0,
'reviving,'reviving,0,
house',house',0,
actually',actually',0,
'interesting,'interesting 'Interesting,0,
interrupt',interrupt',0,
of⸺',of⸺',0,
stupid⸺',stupid⸺',0,
'sssure,'Sssure,1,
don't⸺',don't⸺',0,
always',always',0,
asking',asking',0,
empty',empty',0,
'alternatively,'Alternatively,0,
horny',horny',0,
for⸺',for⸺',0,
preposterous',preposterous',0,
broken',broken',0,
'years,'Years,0,
'why'd,'Why'd,0,
uh-',uh-',0,
well-',well-',0,
'where're,'Where're,0,
'anthony's,'Anthony's,0,
or-',or-',0,
'chloe,'Chloe,0,
he-',he-',0,
be-',be-',0,
negotiation',negotiation',0,
'amenadiel,'Amenadiel,0,
'requested,'Requested,0,
'fucked,'Fucked 'fucked,0,
'someone's,'Someone's,0,
'father's,'Father's,0,
's'the,'S'the,1,
them-',them-',0,
'ouch,'Ouch 'ouch,1,
'sssshut,'Sssshut,1,
'linda,'Linda,0,
'crawly,'Crawly,0,
'presumably,'Presumably,0,
'toy,'toy,0,
'worst,'Worst,0,
'corrupting,'Corrupting,0,
'encouragement,'Encouragement,0,
'several,'several,0,
'perfection,'perfection,0,
'maze,'Maze,0,
business're,business're,0,
'chloé,'Chloé,0,
'béatrice,'Béatrice,0,
'astaroth,'Astaroth,0,
'adieu,'Adieu,0,
can-',can-',0,
'track,'Track,0,
'pain,'Pain,0,
no-',no-',0,
i⸺',I⸺',0,
'moron,'Moron,0,
she-',she-',0,
'nomore,'nomore,0,
l'oeil,l'oeil,0,
'waking,'waking,0,
be'winged,be'winged,0,
like'm,like'm,1,
t'look,t'look,1,
nap'sz,nap'sz,1,
t'use,t'use,1,
t'smite,t'smite,1,
unwelcome',unwelcome',0,
eden',eden',0,
'wasteland,'wasteland,0,
'andy,'Andy 'andy,0,
pint',pint',0,
'sparking,'Sparking,0,
s'allright,S'allright,1,
s'london,S'London,1,
don't—you,don't—you,0,
'cobra,'cobra,0,
strike',strike',0,
'adder,'adder,0,
'traitor,'traitor 'Traitor,0,
happen'd,happen'd,0,
'rent,'rent,0,
poetry',poetry',0,
'one's,'One's,0,
fiancée's,fiancée's,0,
'wedding,'Wedding 'wedding,0,
'lady's,'lady's,0,
lift',lift',0,
'mass,'mass 'Mass,0,
hallucinations',hallucinations',0,
o'erpowered,o'erpowered,1,
whate'er,whate'er,1,
andhecan'tbreathe,andhecan'tbreathe,0,
no—i'm,no—I'm,0,
around—he's,around—He's,0,
twin''s,twin''s,0,
'classic,'Classic,0,
s'hotter,S'hotter,1,
contestants',contestants',0,
toweth'r,toweth'r,1,
riv'r,riv'r,1,
charm'r’,charm'r’,1,
charm'r,charm'r,1,
destroyed',destroyed',0,
submission',submission',0,
'fell,'fell,0,
jars',jars',0,
mix'd,mix'd,0,
'bonding,'bonding,0,
from',from',0,
kudos'ing,kudos'ing,0,
demon'sss,demon'sss,1,
feather',feather',0,
celestials',celestials',0,
'ol,'ol,0,
traditional',traditional',0,
oh-i-didn't-see-you-there,oh-I-didn't-see-you-there,0,
may't,may't,1,
'propose,'Propose,0,
lust',lust',0,
g'head,G'head,1,
s'dull,S'dull,1,
intervention',intervention',0,
prickly',prickly',0,
s'weird,S'weird,1,
sss'how,sss'how,1,
thinking',thinking',0,
'ngk,'ngk,0,
attaboy',attaboy',0,
attached',attached',0,
dialing',dialing',0,
m'only,M'only m'only,0,
'respect,'Respect,0,
that'sssa,that'sssa,1,
m'love,m'love,1,
m'help,m'help,1,
ya'only,ya'only,1,
m'peace,m'peace,1,
young'uns,young'uns,0,
s'normal,S'normal,0,
don'say,don'say,0,
ting',ting',0,
sender',sender',0,
faithless',faithless',1,
wha'd'you,wha'd'you,0,
s'risky,S'risky,1,
y'alive,y'alive,1,
m'pet,m'pet,1,
rat',rat',0,
notthati'mthankingyou,notthatI'mthankingyou,0,
friend's’,friend's’,0,
m'getting,M'getting,1,
mama'zz,mama'zz,1,
m'best,M'best m'best,1,
'ready,'Ready,0,
steps',steps',0,
w'yah,w'yah,1,
d'alembert,d'Alembert,0,
'knowledge,'Knowledge,0,
'multiplication,'multiplication,0,
brioches',brioches',0,
'excessively,'excessively,0,
box',box',0,
purposes',purposes',0,
'energy,'energy,0,
recreation',recreation',0,
'fuck's,'fuck's,0,
monks',monks',0,
'protector,'protector,0,
'sall,'Sall,0,
'hardening,'hardening,0,
attendants',attendants',0,
there's—there,there's—there,0,
it's—since,it's—since,0,
part—it's,part—it's,0,
it's—it's,it's—it's,0,
i'm—oh,I'm—oh,0,
'pleased,'Pleased,0,
'kinda,'Kinda,0,
'frog,'Frog,0,
'midnite,'Midnite,0,
'argh,'Argh 'ARGH,0,
'jolly,'Jolly,0,
'angela,'Angela,0,
live',live',0,
investigator',investigator',0,
'beeman,'Beeman,0,
'duck,'Duck 'duck,0,
'isabel,'Isabel,0,
'yesterday,'Yesterday,0,
'suit,'Suit,0,
'wily,'Wily 'wily,0,
'selling,'Selling,0,
'mammon,'Mammon,0,
'blimey,'Blimey,0,
'possessing,'Possessing,0,
'boys,'Boys,0,
'shadwell,'Shadwell,0,
mean—she's,mean—she's,0,
express'd,express'd,0,
planets',planets',0,
demon'ing,demon'ing,0,
narc'd,narc'd,0,
other's',other's',0,
awww'd,awww'd,0,
'aaaannnnd,'Aaaannnnd,0,
'luck,'luck,0,
'unconditional,'unconditional,0,
'bicycle,'Bicycle,0,
'enter,'Enter,0,
'smooth,'Smooth 'smooth,0,
'bette,'Bette,0,
'rewrite,'Rewrite,0,
'coarse,'coarse,0,
vernacular',vernacular',0,
boomerang',boomerang',0,
„that's,„THAT'S,0,
'oohhhhhh,'oohhhhhh,0,
accomplished',accomplished',0,
'den,'den 'Den,0,
together'',together'',0,
'carry,'Carry 'carry,0,
hook',hook',0,
'gum,'gum,0,
sole',sole',0,
ugly',ugly',0,
g'reatly,g'REatly,0,
s'black,S'black,1,
'hitting,'hitting,0,
laugh',laugh',0,
hi',hi',0,
'reed,'Reed,0,
'seeding,'seeding,0,
envy',envy',0,
temple',temple',0,
'ideological,'ideological,0,
training',training',0,
'm'sorry,'M'sorry,1,
dishes',dishes',0,
kudo'ed,kudo'ed,0,
'flavius,'Flavius,0,
goodness-',goodness-',0,
penis',penis',0,
fr'you,fr'you,1,
guessss'd,guessss'd,1,
vanish',vanish',0,
white',white',0,
neith'r,neith'r,1,
thee',thee',0,
greener',greener',0,
been-',been-',0,
d'eon,d'Eon D'Eon,0,
'sssssnot,'Sssssnot,1,
'mellifluous,'Mellifluous,0,
fan',fan',0,
charms',charms',0,
anything'—more,anything'—more,0,
'vanish,'vanish,0,
'error,'Error,0,
veil',veil',0,
apocawasn't-meetings,apocawasn't-meetings,0,
side-they're,side-they're,0,
spot',spot',0,
'almighty,'Almighty,0,
adversary',adversary',0,
'beached,'beached,0,
'strangled,'strangled,0,
'moonshine,'moonshine,0,
predators',predators',0,
reptiles',reptiles',0,
e're,e're,1,
'score,'Score,0,
i'm—staying—er,I'm—staying—er,0,
t'aimons,t'aimons,0,
you-have-to-believe-me-because-i'm-smashed,you-have-to-believe-me-because-I'm-smashed,0,
quarters',quarters',0,
maybe-it's-ok,maybe-it's-ok,0,
moment—he's,moment—he's,0,
noodle',noodle',0,
adversaries',adversaries',0,
loose',loose',0,
un'ora,un'ora,1,
'innocent,'innocent,0,
satan'z,satan'z,1,
b'eelzebub,B'eelzebub,0,
queen',queen',0,
b'eezelbub,B'eezelbub,0,
you-know-what-i'm-talking-about-but-i-really-don't-want-to-type-it-out,you-know-what-I'm-talking-about-but-I-really-don't-want-to-type-it-out,0,
'sunday,'Sunday,0,
dark'ness,dark'ness,0,
'field,'field,0,
'drivel,'drivel,0,
'nonsense,'nonsense 'Nonsense,0,
sick'ning,sick'ning,1,
occasion',occasion',0,
albums',albums',0,
'aint,'aint,0,
i'm—i,I'm—I,0,
l'indifférent,L'indifférent,0,
roof—it's,roof—it's,0,
l'oreal,L'Oreal,0,
'lack,'Lack 'lack,0,
'ladygryffinjew,'LadyGryffinJew,0,
th'dragon,th'dragon,1,
t'stare,t'stare,1,
'stretch,'Stretch,0,
'ceci,'Ceci,0,
'maximum,'Maximum,0,
p'rate,p'rate,1,
'silence,'Silence,0,
'niamh,'Niamh,0,
'aren,'Aren,0,
'cabin,'cabin,0,
'tha,'Tha,0,
courtiers',courtiers',0,
yeh're,yeh're,1,
'buggre,'Buggre,0,
'bull,'bull 'Bull,0,
feces',feces',0,
sailors',sailors',0,
'soft,'soft,0,
'yeh,'yeh 'Yeh,0,
'stirring,'stirring,0,
fierce',fierce',0,
'aj,'AJ,0,
'completing,'Completing,0,
'-and,'-and '-And,0,
'yep,'Yep,0,
'meh,'Meh 'meh,0,
distracted-',distracted-',0,
'newt's,'Newt's,0,
'surprisingly,'Surprisingly,0,
'john,'John,0,
'sherlock,'Sherlock,0,
'molly,'Molly,0,
busy-',busy-',0,
please-',please-',0,
to-',to-',0,
li-',li-',0,
'mini,'mini,0,
d'hiver,d'hiver,0,
'je,'Je,0,
mots',mots',0,
'generous,'Generous,0,
'hiiiiii,'Hiiiiii,0,
didn’t',didn’t',0,
'biggles,'Biggles,0,
office',office',0,
'motorists,'motorists,0,
'heathens,'Heathens,0,
'read,'Read 'read,0,
'yahoos,'Yahoos,0,
papers',papers',0,
slumber'd,slumber'd,0,
'relating,'relating,0,
topic',topic',0,
'apropos,'apropos,0,
'school,'school,0,
infirmary',infirmary',0,
wasn'tas,wasn'tas,1,
'norham,'Norham,0,
'begging,'begging,0,
forgiveness',forgiveness',0,
blablabla',blablabla',0,
'mate,'mate,0,
s'peaceful,S'peaceful,1,
s'thinking,S'thinking,1,
sweet--',sweet--',0,
explode--',explode--',0,
's'ides,'S'ides,1,
'crawley,'Crawley,0,
whatifwhatifwhatif',whatifwhatifwhatif',0,
'endearingly,'endearingly,0,
amused',amused',0,
'confusedly,'confusedly,0,
irritated',irritated',0,
'z'r'phale,'Z'r'phale,1,
s'raphael,S'Raphael,1,
diners',diners',0,
seen—crowley's,seen—Crowley's,0,
oo'd,oo'd,0,
ah'd,ah'd,0,
beast',beast',0,
'casting,'casting,0,
kneeling',kneeling',0,
lovebirds',lovebirds',0,
companions',companions',0,
good-old-boys',good-old-boys',0,
attendees',attendees',0,
fallin'wanting,fallin'Wanting,0,
'embut,'emBut,0,
threatened'cause,threatened'Cause,0,
works’-'and,works’-'and,0,
there's-good-eating-on-an-ostrich,there's-good-eating-on-an-ostrich,0,
thrashing',thrashing',0,
'rocks,'rocks 'Rocks,0,
'pale,'Pale 'pale,0,
unfunny',unfunny',0,
'tip,'tip,0,
'tude,'tude,0,
'opera,'Opera,0,
depress'd,depress'd,0,
yea'h,yea'h,0,
fitba',fitba',0,
noth'in,noth'in,0,
sma',sma',1,
ta'h,ta'h,1,
contents',contents',0,
deed',deed',0,
gift',gift',0,
'zipping,'zipping,0,
danger',danger',0,
'spiritual,'spiritual,0,
l'antichissima,l'antichissima,0,
'smug,'smug,0,
'homeless,'homeless,0,
doctors',doctors',0,
'lady,'Lady 'lady,0,
antic'pate,antic'pate,1,
sm'how,sm'how,1,
m'acommidation,m'acommidation,1,
kudo'd,kudo'd,0,
lot'a,lot'a,1,
'scrumptious’,'scrumptious’,0,
kiddies',kiddies',0,
try',try',0,
anxiety',anxiety',0,
s'something,s'something,1,
s'depressing,S'depressing,1,
s'getting,s'getting,1,
couldn't-hurt-a-fly-because-the-fly-would-hurt-back,couldn't-hurt-a-fly-because-the-fly-would-hurt-back,0,
b'cause,B'cause b'cause,1,
'marriage,'Marriage,1,
l'offeauringe,l'offeauringe,0,
d'péaceaux,d'péaceaux,0,
t'one,t'one,1,
'tomorrow,'Tomorrow,0,
sand—he's,sand—he's,0,
truth—there's,truth—there's,0,
mask—he's,mask—he's,0,
'romans,'Romans,0,
'stir,'Stir,0,
'romanes,'Romanes,0,
domus',domus',0,
plebeian',plebeian',0,
what's-his-name's,what's-his-name's,0,
'non-celestial,'non-celestial,0,
doesn't—who,doesn't—who,0,
can't—own,can't—own,0,
s'none,S'none,1,
'among,'among 'Among,0,
actions',actions',0,
understand—what's,understand—what's,0,
away'cause,away'Cause,0,
u'd,u'd,0,
i'v'eard,I'v'eard,1,
older'n,older'n,1,
s'usually,S'usually,1,
d'hastur,d'Hastur,1,
hog',hog',0,
t'hang,t'hang,1,
'swhat,'swhat,1,
'nangel,'nAngel,1,
t'pour,t'pour,1,
'njoy,'njoy,1,
'daye,'Daye,0,
'brande,'brande,0,
kyng',kyng',0,
'king's,'King's,0,
'notte,'Notte,0,
'fouled,'fouled,0,
flow'ret,flow'ret,0,
thieves',thieves',0,
that'szz,that'szz,1,
there'szz,there'szz,1,
ent'ya,ent'ya,1,
m'waters,m'waters,1,
's'it,'S'it,1,
'therapeutic,'therapeutic,0,
session',session',0,
'able,'able,0,
attacks',attacks',0,
'claim,'claim,0,
'fairly,'fairly,0,
vale',vale',0,
mind—hastur's,mind—Hastur's,0,
don't’,don't’,0,
screaming'',screaming'',0,
of'',of'',0,
stressful'',stressful'',0,
preparations'',preparations'',0,
night'',night'',0,
believable'',believable'',0,
call'',call'',0,
asleep'',asleep'',0,
hungry'',hungry'',0,
distressing'',distressing'',0,
understandable'',understandable'',0,
balls'',balls'',0,
future'',future'',0,
for'',for'',0,
lesson'',lesson'',0,
he'',he'',0,
done'',done'',0,
isn't'',isn't'',0,
eyes'',eyes'',0,
nightmares'',nightmares'',0,
mouth'',mouth'',0,
nicely'',nicely'',0,
goodness'',goodness'',0,
awful'',awful'',0,
first'',first'',0,
sweetheart'',sweetheart'',0,
mad'',mad'',0,
lives'',lives'',0,
alright'',alright'',0,
see'',see'',0,
outside'',outside'',0,
ugly'',ugly'',0,
round'',round'',0,
wet'',wet'',0,
smell'',smell'',0,
thing'',thing'',0,
arms'',arms'',0,
worse'',worse'',0,
day'',day'',0,
looked'',looked'',0,
hours'',hours'',0,
home'',home'',0,
friend'',friend'',0,
wounds'',wounds'',0,
do'',do'',0,
dad'',dad'',0,
hand'',hand'',0,
happened'',happened'',0,
sadness'',sadness'',0,
quickly'',quickly'',0,
great'',great'',0,
himself'',himself'',0,
advice'',advice'',0,
feet'',feet'',0,
things'',things'',0,
anyone'',anyone'',0,
hearing'',hearing'',0,
anyway'',anyway'',0,
recharge'',recharge'',0,
word'',word'',0,
month'',month'',0,
easy'',easy'',0,
lost'',lost'',0,
amazing'',amazing'',0,
stomach'',stomach'',0,
heart'',heart'',0,
let's-pack-our-bags-and-go-on-a-trip-to-the-south,let's-pack-our-bags-and-go-on-a-trip-to-the-south,0,
'join,'Join 'join,0,
'increased,'Increased,0,
'thing,'Thing,0,
'jeckle,'Jeckle,0,
'heckle,'Heckle,0,
y'later,y'later,1,
i'mworriediwon'tbeanygoodatsex,I'mworriedIwon'tbeanygoodatsex,0,
pounds',pounds',0,
'arctic,'arctic,0,
chill',chill',0,
angel-in-devil's-clothes,angel-in-devil's-clothes,0,
t'hell,T'hell,1,
'tainted,'tainted 'TAINTED,0,
'ending,'ending,0,
obliviation',obliviation',0,
'abe,'Abe 'ABE,0,
continue',continue',0,
nod--i'm,nod--I'm,0,
'furry,'Furry,0,
'hi’,'hi’,0,
'heaven’,'Heaven’,0,
'hell’,'Hell’,0,
friend—who'd,friend—who'd,0,
let'szzz,let'sZzz,1,
b'zzziness,b'zzziness,1,
justification',justification',0,
charged',charged',0,
wouldnt't,wouldnt't,1,
lover',lover',0,
exist',exist',0,
slow',slow',0,
'demarcation,'demarcation,0,
territory',territory',0,
'n-nothing,'N-Nothing,0,
'role,'role,0,
'friend,'Friend,0,
'refusing,'refusing,0,
'p’,'p’,0,
a'raging,a'raging,1,
'ley,'ley,0,
lines',lines',0,
'chicken,'chicken 'Chicken,0,
'thumb,'thumb,0,
'mental,'mental,0,
illness',illness',0,
'faster,'faster,0,
'finders,'finders,0,
'phase,'phase,0,
smoking',smoking',0,
'hardened,'hardened,0,
businessman',businessman',0,
coul',coul',0,
canna',canna',1,
'peanut,'peanut,0,
gallery',gallery',0,
'romantic'--and,'romantic'--and,0,
'blend,'blend,0,
'collapsing,'collapsing,0,
animal',animal',0,
'whore,'Whore,0,
building',building',0,
husbands',husbands',0,
'damnation,'damnation,0,
'blowing,'blowing,0,
units',units',0,
'listening,'listening 'Listening,0,
'smash,'smash,0,
patriarchy',patriarchy',0,
'sweetest,'sweetest,0,
'variety,'variety,0,
'miracle,'miracle 'Miracle,0,
'entity,'Entity,0,
aliens',aliens',0,
habitat',habitat',0,
'cheering,'cheering,0,
'lovin,'Lovin,1,
'naked,'naked,0,
'flashy-clothes-only-a-demon-would-wear'and,'flashy-clothes-only-a-demon-would-wear'and,0,
needles',needles',0,
ordinary',ordinary',0,
captor'seyes,captor'seyes,0,
'picnic,'Picnic,0,
presentations',presentations',0,
'h-how,'H-How,0,??
's-seventeen,'S-Seventeen,1,
'wh-what,'Wh-What,1,
'courssse,'courssse,1,
there'ssss,there'ssss,1,
'dressed,'Dressed 'dressed,0,
nerve',nerve',0,
'ooookay,'Ooookay,0,??
'ang,'Ang,1,
'i-i'm,'I-I'm,0,
twins',twins',0,
ill',ill',0,
repent',repent',0,
'orient's,'Orient's,0,
churches',churches',0,
'punish,'Punish,0,
infants',infants',0,
wrap',wrap',0,
warlock',wArlOCK',0,
'unexpected,'unexpected,0,
babysitting',babysitting',0,
'shhh,'Shhh,0,
where're,where're,1,??
even',even',0,
y'self,y'self,1,
'zrphl,'zrphl,1,
won't',won't',0,
who'ssss,who'ssss,1,
'diaper,'diaper,0,
'neat,'neat,0,
wraiths',wraiths',0,
discriminated',discriminated',0,
'extra,'Extra 'extra,0,
absorbent',absorbent',0,
'baby,'Baby 'baby,0,
wetters',wetters',0,
devil',devil',0,
i'mmm,I'mmm,1,
'soft'was,'soft'was,0,
fuck'zzz,fuck'zzz,1,
go'n,go'n,1,
pleasedon'tleavemepapa,pleasedon'tleavemepapa,0,
'bingo,'Bingo,0,
it'sszzz,it'sszzz,1,
'where'sss,'where'sss,1,
'ssss'okay,'Ssss'okay,1,
'err,'Err,0,
'jeremiah,'Jeremiah,0,
table',table',0,
shouldn'tn,shouldn'tn,1,
'alf,'alf,1,
'wiles,'wiles,0,
otherwise',otherwise',0,
'kindred,'kindred,0,
caught',caught',0,
least',least',0,
'uh-oh,'Uh-oh,0,
'nooooo,'NOOOOO,0,
holiday'd,holiday'd,1,
'lair,'lair,0,
'behold,'Behold 'behold,0,
wet',wet',0,
n'when,N'when,1,
m'scared,M'scared,1,
m'yeah,M'yeah,1,
dimm'd,dimm'd,0,??
untrimm'd,untrimm'd,0,??
ow'st,ow'st,1,
wander'st,wander'st,1,
grow'st,grow'st,1,
heaven'd,heaven'd,1,
'sandman,'Sandman,0,
hell-would-really-approve-of-crowley's-current-thoughts,hell-would-really-approve-of-Crowley's-current-thoughts,0,
'shush,'Shush,0,
'window,'Window,0,
'apart,'Apart,0,
'pride,'Pride,0,
moon',moon',0,
'arder,'arder,1,
'runs,'runs,0,
hair-',hair-',0,
uwu',uwu',0,??
invited',invited',0,
reaction',reaction',0,
'mulled,'Mulled,0,
'gloomy,'gloomy,0,
don't-',don't-',0,
l'etoile,L'Etoile,0,
leaving',leaving',0,
über'm,über'm,0,
audiences',audiences',0,
authoress',authoress',0,
plant--we're,plant--we're,0,
g'norme,g'norme,1,
thwump',thwump',1,
„it'sss,„it'sss,1,
'mean’,'mean’,0,
'here-then-gone,'here-then-gone,0,
vows',vows',0,
soulmates',soulmates',0,
'weak,'weak,0,
'sulfur,'sulfur,0,
highdive',highdive',0,
'dome,'dome,0,
can't--that,can't--that,0,
'wuthering,'Wuthering,0,
mans',mans',0,
opposition',opposition',0,
sleeps',sleeps',0,
arf'arf'an'arf,arf'arf'an'arf,1,
'whether,'Whether,0,
'came,'Came 'came,0,
'rebellion,'Rebellion,0,
'invested,'Invested,0,
betrayed',betrayed',0,
'aegues,'Aegues,0,
'ambassador,'Ambassador,0,
'dymas,'Dymas,0,
'release,'Release 'release,0,
'sacrificing,'Sacrificing,0,
'stealing,'Stealing 'stealing,0,
'repressed,'Repressed,0,
'than,'Than,0,
'captain's,'Captain's,0,
just',just',0,
'gomorrah,'Gomorrah,0,
'pleasing,'Pleasing,0,
'achive,'Achive,0,
'poetry,'Poetry,0,
temptress',temptress',0,
'abandoning,'Abandoning,0,
'damian,'Damian,0,
'jin,'Jin,0,
'kale,'Kale,0,
sirens',sirens',0,
'eggs,'Eggs,0,
wondering',wondering',0,
'captain,'Captain,0,
'gentlemen,'Gentlemen,0,
'pleasure,'Pleasure 'pleasure,0,
'obedient,'Obedient,0,
'goodbye,'Goodbye 'goodbye,0,
cases',cases',0,
'penis,'Penis,0,
lying-he'd,lying-he'd,0,
'shacking,'shacking,0,
groupie',groupie',0,
'specific,'specific,0,
platypus',platypus',0,
'twelve,'twelve,0,
wasn't',wasn't',0,
cracks',cracks',0,
exactly',exactly',0,
labels',labels',0,
o'neil,O'Neil,0,
o'connell's,O'Connell's,0,
'beach,'beach,0,
read',read',0,
of'em,of'em,1,
didn't—messing,didn't—messing,0,
'healing,'healing,0,
'cleansing,'cleansing,0,
ritual',ritual',0,
d'yavol,d'yavol,1,
senses',senses',0,
series',series',0,
will-o'-the-wisp-like,will-o'-the-wisp-like,0,
legs',legs',0,
surprises',surprises',0,
it's--still,it's--still,0,
but--we're,but--we're,0,
'protective,'protective,0,
measures',measures',0,
'unfettered,'unfettered,0,
genius',genius',0,
inconvenience',inconvenience',0,
enthusiasts',enthusiasts',0,
'flicker,'flicker,0,
pink',pink',0,
victim',victim',0,
fresh',fresh',0,
'unlikely,'unlikely 'Unlikely,0,
reachable',reachable',0,
'police,'police,0,
o'eden,O'Eden,0,
m'in,M'in,1,
reset',reset',0,
m'feet,m'feet,0,
'cathedral,'cathedral,0,
miniature',miniature',0,
'closer,'closer,0,
'sssssuspicious,'sssssuspicious,1,
ssstuff',ssstuff',1,
sleeping',sleeping',0,
prudishness',prudishness',0,
wateryou're,waterYou're,0,
dreamyou're,dreamYou're,0,
'tie,'Tie,0,
in'splicable,in'splicable,1,
n'more,n'more N'more,1,
people're,people're,1,
academic',academic',0,
logical',logical',0,
'bullshit,'bullshit,0,
advantage',advantage',0,
aren't―,aren't―,0,
'wing,'wing 'Wing,0,
no-man's-land,no-man's-land,0,
can't—i'd,can't—I'd,0,
'toto,'Toto,0,
millenias',millenias',0,
grandfathers',grandfathers',0,
'whole,'whole,0,
painful-',painful-',0,
qu'au,qu'au,0,
l'emporte,l'emporte,0,
friendship',friendship',0,
else–she'd,else–she'd,0,
made',made',0,
recently',recently',0,
earlier',earlier',0,
dummy',dummy',0,
intoxicating',intoxicating',0,
'yesss,'YesSs,1,
gentle',gentle',0,
'y-yeah,'Y-yeah,1,
wans't,wans't,0,
insssane',insSsane',1,
'nononono,'Nononono,1,
'aaah,'Aaah,0,??
'wh,'Wh,1,
a--angel--',a--angel--',1,
'i--i,'I--I,0,
'uhm,'Uhm,0,
'wha,'Wha,1,
'print,'print,0,
ink',ink',0,
'slowing,'slowing 'Slowing,0,
polyps',polyps',0,
spirits',spirits',0,
soulmate',soulmate',0,
enchanting',enchanting',0,
haven't-when,haven't-when,0,
lifestyle',lifestyle',0,
'never’,'never’,0,
